Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,whyplay_winning,whyplay_fun,whyplay_improving,whyplay_relaxing,whyplay_otherpeople,whyplay_habit
15.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,France,14.0,yes,yes,strangers,No,No,No,Yes,No,No
20.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,Male,18,Student at school,USA,18.0,yes,yes,friends,Yes,No,No,No,No,No
30.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,21,Student at college / university,Germany,7.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,6.0,yes,yes,friends,No,Yes,No,No,No,No
19.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Employed,Denmark,5.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,Male,19,Student at college / university,USA,21.0,yes,yes,friends,No,No,Yes,No,No,No
3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Male,20,Student at college / university,Germany,-1.0,yes,yes,friends,No,Yes,No,No,No,No
8.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,14.0,yes,yes,friends,Yes,No,No,No,No,No
10.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,Female,18,Student at school,Canada,37.0,yes,yes,friends,Yes,No,No,No,No,No
12.0,1.0,2.0,1.0,-1.0,4.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,Male,19,Student at college / university,UK,-1.0,yes,yes,friends,No,Yes,No,Yes,No,No
30.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,Male,18,Student at school,Mexico,8.0,yes,yes,friends,No,Yes,No,No,No,No
14.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,25,Student at college / university,Poland,12.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
28.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,0.0,3.0,4.0,0.0,0.0,Male,21,Student at college / university,Germany,45.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,Mexico,8.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,3.0,0.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,1.0,2.0,3.0,4.0,4.0,0.0,2.0,Female,22,Student at college / university,USA,44.0,no,no,alone,No,No,No,Yes,No,No
10.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Employed,USA,9.0,yes,yes,friends,No,Yes,No,No,No,No
78.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,Male,18,Employed,USA,32.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Student at college / university,USA,2.0,yes,yes,friends,No,No,Yes,No,No,No
25.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,4.0,2.0,2.0,0.0,1.0,Male,21,Employed,USA,27.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,4.0,Male,20,Employed,USA,16.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
15.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,18,Student at school,USA,29.0,yes,yes,online acquaintaces,No,No,No,Yes,No,No
14.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,Male,18,Student at school,USA,23.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,0.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,-1.0,1.0,2.0,1.0,0.0,Male,23,Unemployed / between jobs,France,-1.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,Male,19,Student at college / university,USA,15.0,yes,yes,strangers,No,Yes,No,No,No,No
12.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,30,Employed,Greece,11.0,yes,no,various,Yes,Yes,Yes,Yes,Yes,Yes
42.0,1.0,1.0,1.0,-1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,26,Student at college / university,USA,-1.0,yes,yes,strangers,Yes,No,No,No,No,No
30.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,Male,23,Employed,Poland,56.0,yes,yes,strangers,No,No,Yes,No,No,No
10.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,Male,18,Student at college / university,USA,18.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
60.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,Male,18,Student at school,Norway,40.0,yes,yes,friends,Yes,No,Yes,No,No,No
21.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at college / university,Finland,15.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,2.0,Male,19,Student at college / university,Canada,50.0,yes,yes,friends,No,Yes,No,No,No,No
18.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,Netherlands,4.0,no,no,alone,No,Yes,No,No,No,No
12.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0,1.0,3.0,4.0,1.0,-1.0,Male,18,Student at college / university,USA,-1.0,yes,yes,friends,No,No,Yes,No,No,No
35.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,Male,18,Student at school,Austria,14.0,yes,yes,friends,Yes,No,No,No,No,No
50.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,Male,23,Employed,France,19.0,yes,yes,friends,Yes,No,No,No,No,No
25.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,Female,22,Unemployed / between jobs,Faroe Islands,62.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
30.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Male,20,Student at college / university,Canada,9.0,yes,yes,strangers,No,Yes,No,No,No,No
12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,Male,19,Student at college / university,Canada,7.0,yes,yes,online acquaintaces,No,No,No,Yes,No,No
8.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,Male,21,Student at college / university,USA,20.0,yes,yes,strangers,No,No,Yes,No,No,No
8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Student at college / university,Mexico,-1.0,yes,yes,friends,No,No,Yes,No,No,No
12.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,Male,18,Unemployed / between jobs,USA,45.0,yes,yes,strangers,No,No,Yes,No,No,No
30.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,Male,18,Student at school,Germany,22.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,Costa Rica,4.0,yes,yes,strangers,No,No,Yes,No,No,No
10.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,Male,26,Student at college / university,Germany,11.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,Male,20,Student at college / university,Germany,34.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
10.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,Male,18,Student at college / university,Canada,37.0,yes,yes,friends,No,Yes,No,No,No,No
12.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,27,Employed,USA,18.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
45.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,Male,18,Student at college / university,UK,14.0,yes,yes,strangers,Yes,No,No,No,No,No
30.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,Female,18,Student at school,USA,57.0,yes,yes,online acquaintaces,Yes,Yes,Yes,Yes,Yes,Yes
14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,Male,19,Student at college / university,Brazil,7.0,yes,yes,friends,No,No,Yes,No,No,No
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Canada,0.0,yes,yes,strangers,No,No,No,Yes,No,No
30.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,Male,20,Student at college / university,USA,42.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,2.0,1.0,4.0,4.0,0.0,3.0,0.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,1.0,3.0,2.0,Male,29,Employed,Australia,38.0,yes,yes,strangers,No,No,Yes,No,No,No
18.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,21.0,yes,yes,strangers,No,Yes,No,No,No,No
15.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,Male,22,Student at college / university,Lithuania,13.0,yes,yes,friends,No,Yes,Yes,No,No,No
35.0,0.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,Male,23,Employed,UK,33.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
25.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0,Male,19,Student at school,Czech Republic,31.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
20.0,0.0,0.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,Male,19,Student at college / university,Colombia,33.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,Male,22,Student at college / university,USA,20.0,no,no,alone,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,Male,19,Student at school,USA,6.0,no,no,alone,No,No,Yes,No,No,No
12.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,31,Employed,USA,12.0,yes,yes,strangers,No,Yes,No,No,No,No
35.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,Male,20,Student at college / university,USA,27.0,yes,yes,strangers,Yes,No,No,No,No,No
10.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Male,18,Student at school,Brunei,10.0,yes,yes,strangers,No,No,Yes,No,No,No
11.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,Male,18,Student at college / university,Netherlands,48.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,Male,19,Student at school,Poland,20.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
21.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Denmark,5.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
60.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,4.0,Male,22,Student at college / university,USA,37.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,Male,22,Employed,USA,26.0,no,no,alone,No,Yes,No,No,No,No
35.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,Male,22,Student at college / university,Netherlands,11.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,Netherlands,13.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
35.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,Male,19,Student at college / university,USA,34.0,yes,yes,friends,Yes,No,No,No,No,No
27.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Male,18,Student at school,Poland,14.0,yes,yes,strangers,No,Yes,No,No,No,No
28.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,20,Employed,Germany,9.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Male,18,Student at school,USA,38.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Serbia,6.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
40.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,Male,20,Unemployed / between jobs,Belgium,30.0,yes,yes,online acquaintaces,No,No,No,Yes,No,No
9.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,0.0,1.0,4.0,0.0,0.0,Female,19,Student at college / university,USA,26.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
15.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,Male,18,Student at school,Syria,12.0,yes,yes,friends,No,No,No,Yes,No,No
56.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,Male,18,Unemployed / between jobs,USA,22.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
20.0,2.0,-1.0,2.0,3.0,4.0,4.0,0.0,2.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,Male,23,Unemployed / between jobs,UK,-1.0,yes,yes,strangers,No,No,Yes,No,No,No
49.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,Male,19,Student at college / university,Brazil,32.0,yes,yes,friends,Yes,No,No,No,No,No
50.0,0.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,Male,28,Unemployed / between jobs,Germany,26.0,yes,yes,online acquaintaces,No,No,No,Yes,No,No
34.0,0.0,2.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,2.0,Male,22,Student at college / university,Germany,42.0,yes,yes,friends,No,No,Yes,No,No,No
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Male,20,Unemployed / between jobs,USA,5.0,yes,yes,strangers,Yes,No,No,No,No,No
21.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,Male,23,Student at college / university,Luxembourg,26.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,Male,23,Unemployed / between jobs,Australia,10.0,yes,yes,friends,No,Yes,No,No,No,No
21.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,20,Student at college / university,Lithuania,6.0,yes,yes,strangers,No,No,Yes,No,No,No
5.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,13.0,yes,yes,strangers,Yes,No,No,No,No,No
21.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,5.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,Male,20,Student at college / university,USA,20.0,yes,yes,friends,No,No,Yes,No,No,No
35.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,Male,19,Student at college / university,Fiji,11.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,Male,18,Student at college / university,France,24.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
40.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,Male,22,Student at college / university,USA,24.0,yes,yes,friends,No,No,No,Yes,No,No
20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,-1.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
21.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,Male,26,Student at college / university,Norway,18.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
30.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,20,Employed,Sweden,11.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,Male,18,Student at college / university,UK,20.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,Male,21,Employed,Canada,50.0,yes,yes,friends,No,No,Yes,No,No,No
25.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,15.0,yes,yes,strangers,No,No,Yes,No,No,No
12.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,Male,19,Unemployed / between jobs,Germany,56.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,Male,20,Student at college / university,Italy,45.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,USA,9.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,Male,22,Student at college / university,UK,27.0,yes,yes,strangers,No,Yes,No,No,No,No
21.0,1.0,1.0,3.0,3.0,0.0,4.0,4.0,4.0,3.0,1.0,4.0,0.0,2.0,4.0,3.0,1.0,2.0,Male,20,Student at college / university,Norway,40.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Unemployed / between jobs,Netherlands,3.0,yes,yes,strangers,Yes,No,No,No,No,No
40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Employed,USA,10.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Unemployed / between jobs,France,1.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
70.0,2.0,1.0,1.0,4.0,0.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,Other,19,Student at college / university,Italy,44.0,yes,yes,friends,No,No,Yes,No,No,No
2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,15.0,yes,yes,strangers,Yes,No,No,No,No,No
2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,Male,23,Employed,USA,8.0,yes,yes,strangers,Yes,No,No,No,No,No
10.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at college / university,Argentina,17.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,Female,23,Unemployed / between jobs,New Zealand ,31.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
40.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at school,USA,21.0,yes,yes,strangers,No,No,Yes,No,No,No
21.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,Male,20,Student at college / university,Germany,31.0,yes,yes,friends,No,No,Yes,No,No,No
16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,24,Employed,USA,3.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
21.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,Female,22,Student at college / university,UK,38.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Unemployed / between jobs,UK,7.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
12.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,Male,23,Employed,USA,40.0,yes,yes,strangers,No,No,Yes,No,No,No
