Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,whyplay_winning,whyplay_fun,whyplay_improving,whyplay_relaxing,whyplay_otherpeople,whyplay_habit
40.0,0.0,-1.0,-1.0,1.0,4.0,2.0,2.0,4.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,Male,21,Unemployed / between jobs,Germany,-1.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,1.0,yes,yes,friends,Yes,No,No,No,No,No
20.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Male,18,Student at college / university,Canada,22.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,2.0,3.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,Male,18,Student at school,Canada,33.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,Male,20,Unemployed / between jobs,Italy,21.0,yes,yes,strangers,Yes,No,No,No,No,No
15.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,13.0,yes,yes,friends,Yes,No,No,No,No,No
9.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Male,29,Employed,Canada,44.0,yes,yes,strangers,Yes,No,No,No,No,No
60.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,Male,22,Student at college / university,Chile,39.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,Male,19,Student at college / university,USA,14.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,Spain,5.0,yes,yes,strangers,No,No,Yes,No,No,No
17.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,Male,21,Student at college / university,Belgium,21.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,Male,19,Student at college / university,USA,18.0,yes,yes,friends,No,Yes,No,No,No,No
40.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,18,Student at school,USA,17.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
40.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,Male,18,Student at college / university,Canada,22.0,yes,yes,friends,No,No,Yes,No,No,No
4.0,1.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,Male,18,Employed,Australia,28.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,23,Employed,USA,24.0,yes,yes,friends,No,Yes,No,No,No,No
8.0,1.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,Male,18,Student at college / university,USA,27.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,Male,25,Employed,Canada,14.0,yes,yes,friends,No,Yes,No,No,No,No
35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,9.0,yes,yes,friends,No,No,No,Yes,No,No
30.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Canada,22.0,yes,yes,friends,No,No,No,Yes,No,No
30.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Male,22,Student at college / university,USA,13.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,54.0,yes,yes,friends,No,Yes,No,No,No,No
28.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,Male,25,Student at college / university,Sweden,19.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
6.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,25,Employed,USA,16.0,yes,yes,strangers,No,Yes,No,No,No,No
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Employed,USA,4.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Dominican Republic,0.0,yes,yes,strangers,No,Yes,No,No,No,No
8.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,4.0,Male,19,Employed,UK,23.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,19,Student at college / university,USA,10.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,Male,20,Employed,USA,25.0,yes,yes,strangers,Yes,No,No,No,No,No
21.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,Male,19,Student at school,Belgium,24.0,yes,yes,strangers,Yes,No,No,No,No,No
30.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,Female,24,Employed,Czech Republic,18.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,27,Employed,USA,2.0,no,no,alone,No,Yes,No,No,No,No
40.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,Male,22,Student at college / university,France,29.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,20,Student at college / university,France,19.0,yes,yes,friends,No,Yes,No,No,No,No
14.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Male,19,Student at college / university,USA,13.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
22.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,22,Student at college / university,Australia,13.0,yes,yes,friends,Yes,Yes,Yes,Yes,Yes,Yes
18.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,Male,20,Student at college / university,Germany,12.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,Male,19,Student at college / university,Canada,26.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Germany,4.0,yes,yes,friends,Yes,No,No,No,No,No
40.0,0.0,0.0,3.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,4.0,3.0,Male,18,Student at school,USA,30.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,Male,25,Unemployed / between jobs,Poland,15.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
21.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,Male,21,Unemployed / between jobs,Sweden,50.0,yes,yes,strangers,Yes,No,No,No,No,No
50.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,Male,20,Student at college / university,Brazil,46.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
30.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,Male,20,Student at college / university,USA,29.0,yes,yes,friends,No,Yes,No,No,No,No
8.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Uruguay,-1.0,yes,yes,friends,No,No,Yes,No,No,No
12.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,Male,18,Student at school,USA,26.0,yes,yes,strangers,No,No,Yes,No,No,No
64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,6.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,Canada,7.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,Male,19,Student at school,Mexico,5.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Employed,USA,11.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
21.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,0.0,2.0,3.0,2.0,4.0,Male,18,Student at college / university,USA,46.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,31,Employed,USA,16.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
30.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,Male,18,Student at school,USA,40.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,23,Employed,USA,16.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Student at college / university,Germany,8.0,yes,yes,strangers,No,No,No,Yes,No,No
16.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Student at college / university,Norway,6.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,18,Student at college / university,USA,9.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
15.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,3.0,Male,21,Student at college / university,USA,25.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,Male,21,Unemployed / between jobs,Bulgaria,29.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,Male,19,Student at college / university,USA,24.0,yes,yes,friends,No,Yes,No,No,No,No
35.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,-1.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,3.0,Male,18,Student at school,USA,-1.0,yes,yes,friends,No,No,Yes,No,No,No
25.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,Female,23,Student at college / university,Germany,19.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Male,19,Student at college / university,Croatia,17.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,Male,18,Student at college / university,New Zealand ,32.0,yes,yes,friends,No,Yes,No,No,No,No
5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Male,23,Employed,USA,-1.0,no,no,alone,No,No,Yes,No,No,No
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,Female,19,Student at college / university,Georgia,10.0,yes,yes,friends,No,No,No,Yes,No,No
10.0,0.0,3.0,4.0,3.0,-1.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,0.0,2.0,Male,18,Student at college / university,USA,-1.0,yes,yes,strangers,Yes,No,No,No,No,No
15.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,Male,24,Employed,Greece,9.0,yes,yes,friends,No,Yes,No,No,No,No
18.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,Male,20,Student at college / university,Germany,27.0,yes,yes,strangers,Yes,No,No,No,No,No
10.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Employed,USA,8.0,yes,yes,friends,Yes,No,No,No,No,No
20.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,20,Student at college / university,Finland,11.0,yes,yes,strangers,No,No,Yes,No,No,No
12.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,Male,26,Student at college / university,USA,12.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
25.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,Male,20,Student at college / university,Canada,38.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
72.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,UK,19.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Male,23,Employed,USA,9.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,Male,18,Student at college / university,UK,25.0,yes,yes,strangers,No,Yes,No,No,No,No
40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,19,Student at college / university,USA,68.0,yes,yes,strangers,Yes,No,No,No,No,No
20.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,Male,25,Unemployed / between jobs,USA,61.0,yes,yes,strangers,No,No,No,Yes,No,No
18.0,1.0,1.0,0.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,Male,19,Student at college / university,Canada,30.0,yes,yes,friends,No,No,Yes,No,No,No
17.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,0.0,2.0,3.0,0.0,1.0,Male,18,Student at college / university,New Zealand ,25.0,yes,yes,strangers,No,No,Yes,No,No,No
18.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,Male,21,Student at college / university,USA,14.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,Male,27,Employed,USA,24.0,yes,yes,strangers,Yes,No,No,No,No,No
8.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,Male,22,Student at college / university,Germany,15.0,yes,yes,strangers,Yes,No,No,No,No,No
24.0,1.0,2.0,0.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,Male,20,Student at college / university,Germany,40.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at school,Sweden,2.0,yes,yes,strangers,Yes,No,No,No,No,No
35.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,3.0,Female,21,Student at college / university,USA,28.0,yes,yes,friends,Yes,No,No,No,No,No
25.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,Male,23,Employed,Canada,30.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Australia,0.0,yes,yes,strangers,No,No,Yes,No,No,No
30.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,22,Student at college / university,Norway,11.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,27,Unemployed / between jobs,USA,5.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,0.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,Male,18,Student at college / university,USA,35.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Male,19,Student at college / university,Chile,8.0,yes,yes,friends,No,Yes,No,No,No,No
70.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,Female,25,Student at college / university,Germany,31.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
30.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,Female,26,Employed,UK,28.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
30.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,USA,10.0,yes,yes,strangers,Yes,Yes,Yes,Yes,Yes,Yes
25.0,1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Male,19,Unemployed / between jobs,USA,28.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
9.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,9.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,20,Student at college / university,Brazil,17.0,yes,yes,strangers,No,No,Yes,No,No,No
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Japan,0.0,yes,yes,friends,No,No,Yes,No,No,No
28.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,20,Student at college / university,France,17.0,yes,yes,strangers,No,No,Yes,No,No,No
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Student at college / university,Germany,1.0,yes,Undefined,friends,Yes,No,No,No,No,No
11.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,23,Student at college / university,Netherlands,14.0,yes,yes,friends,No,Yes,No,No,No,No
21.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,2.0,Male,19,Unemployed / between jobs,USA,33.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,1.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0,3.0,4.0,4.0,2.0,0.0,3.0,4.0,0.0,0.0,Male,22,Employed,USA,34.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Sweden,5.0,yes,yes,strangers,No,No,Yes,No,No,No
12.0,2.0,4.0,3.0,3.0,1.0,3.0,0.0,4.0,3.0,0.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,Male,25,Unemployed / between jobs,Bulgaria,38.0,yes,yes,strangers,Yes,No,No,No,No,No
30.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,28,Employed,Canada,3.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,0.0,4.0,Male,18,Student at school,USA,34.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,4.0,2.0,Male,18,Student at school,USA,24.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,Male,18,Student at school,USA,39.0,yes,yes,strangers,No,No,Yes,No,No,No
15.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,Male,19,Student at college / university,Germany,20.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,Canada,3.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,Male,25,Student at college / university,New Zealand ,29.0,yes,yes,strangers,No,No,No,Yes,No,No
12.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,Female,28,Employed,Germany,11.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,0.0,3.0,4.0,1.0,1.0,Male,18,Student at school,Netherlands,37.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,Male,22,Employed,Mexico,29.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,Male,18,Student at college / university,Bosnia and Herzegovina,30.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,Female,27,Employed,USA,17.0,yes,yes,strangers,Yes,No,No,No,No,No
10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,USA,6.0,yes,yes,friends,No,Yes,No,No,No,No
