Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,SPIN_M,whyplay
15.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,Male,26,Employed,USA,18.0,yes,yes,strangers,,winning
35.0,2.0,3.0,3.0,4.0,0.0,4.0,2.0,3.0,3.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,Male,18,Student at college / university,USA,35.0,yes,yes,online acquaintaces,Moderate,fun
12.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,Male,18,Student at school,USA,18.0,yes,yes,strangers,,improving
15.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,24,Student at college / university,Belgium,17.0,yes,yes,friends,,improving
40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,Male,18,Employed,Germany,8.0,yes,yes,strangers,,improving
15.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,France,-1.0,yes,yes,online acquaintaces,Undefined,fun
28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,UK,3.0,yes,yes,friends,,fun
8.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,19,Employed,UK,18.0,no,no,alone,,fun
20.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,19,Employed,USA,12.0,yes,yes,friends,,improving
20.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,20,Student at college / university,USA,6.0,no,no,alone,,winning
35.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,26,Unemployed / between jobs,Denmark,13.0,yes,yes,strangers,,winning
80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,18,Unemployed / between jobs,USA,-1.0,no,no,alone,Undefined,winning
6.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,Male,23,Unemployed / between jobs,Netherlands,52.0,yes,yes,strangers,Very severe,winning
7.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,Male,25,Employed,USA,43.0,yes,yes,strangers,Severe,fun
20.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,18,Student at college / university,USA,17.0,yes,yes,various,,winning
8.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,Male,28,Student at college / university,Germany,18.0,yes,yes,strangers,,fun
6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Uruguay,6.0,yes,yes,strangers,,improving
10.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,32,Employed,France,25.0,yes,yes,friends,Mild,improving
20.0,1.0,3.0,2.0,4.0,2.0,0.0,4.0,2.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,Male,21,Student at college / university,Greece,34.0,yes,yes,friends,Moderate,relaxing
12.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,23,Unemployed / between jobs,USA,16.0,yes,yes,strangers,,improving
30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,9.0,yes,yes,strangers,,improving
30.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,Uruguay,10.0,yes,yes,friends,,improving
2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,Male,23,Employed,Hungary,32.0,no,no,alone,Moderate,fun
28.0,2.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,Male,18,Student at college / university,Philippines,28.0,yes,yes,friends,Mild,improving
56.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,Male,21,Student at college / university,USA,12.0,no,no,alone,,improving
25.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at school,Poland,17.0,yes,yes,strangers,,fun
15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,1.0,Male,18,Student at school,UK,20.0,no,no,alone,,fun
10.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Unemployed / between jobs,Sweden,11.0,yes,yes,friends,,winning
15.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,Male,29,Employed,USA,21.0,yes,yes,friends,Mild,fun
15.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Unemployed / between jobs,USA,7.0,yes,yes,friends,,fun
10.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,Male,18,Unemployed / between jobs,Undefined,52.0,yes,yes,strangers,Very severe,improving
30.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,0.0,3.0,Male,25,Employed,Norway,45.0,yes,yes,friends,Severe,fun
26.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,Male,21,Student at college / university,Romania,21.0,yes,yes,strangers,Mild,improving
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Unemployed / between jobs,Spain,0.0,yes,yes,strangers,,improving
7.0,1.0,2.0,3.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,Male,20,Student at college / university,USA,27.0,yes,yes,friends,Mild,improving
15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,21,Employed,Australia,2.0,no,no,alone,,winning
16.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at college / university,Brazil,12.0,yes,yes,friends,,improving
35.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,Male,26,Employed,USA,31.0,yes,yes,online acquaintaces,Moderate,improving
32.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,21,Employed,USA,12.0,yes,yes,friends,,fun
24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,Male,24,Student at college / university,Serbia,7.0,yes,yes,friends,,winning
10.0,2.0,2.0,-1.0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,2.0,Male,18,Student at school,Germany,-1.0,yes,yes,strangers,Undefined,improving
30.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,Male,21,Student at college / university,Romania,31.0,yes,yes,strangers,Moderate,winning
16.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,Male,22,Employed,UK,31.0,yes,yes,friends,Moderate,fun
35.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,Male,19,Student at college / university,Brazil,40.0,yes,yes,strangers,Moderate,fun
57.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,4.0,4.0,0.0,1.0,Male,19,Student at college / university,Colombia,49.0,yes,yes,strangers,Severe,fun
13.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,Male,22,Student at college / university,Germany,33.0,yes,yes,strangers,Moderate,fun
25.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,Male,18,Student at school,Portugal,26.0,yes,yes,strangers,Mild,improving
5.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,Male,21,Employed,Switzerland,28.0,yes,yes,friends,Mild,improving
14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Employed,Norway,2.0,both,no,friends,,fun
25.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Undefined,UK,3.0,yes,yes,friends,,fun
21.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,18,Student at college / university,USA,12.0,yes,yes,friends,,improving
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,Netherlands,3.0,yes,yes,strangers,,winning
20.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,Male,19,Student at college / university,USA,34.0,yes,yes,friends,Moderate,fun
8.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,Male,18,Student at school,Israel,20.0,Undefined,no,various,,improving
25.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,-1.0,1.0,1.0,1.0,0.0,Male,21,Employed,USA,-1.0,yes,yes,friends,Undefined,fun
45.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,18,Student at college / university,Finland,34.0,no,no,alone,Moderate,winning
25.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,Male,18,Student at school,Slovenia,25.0,yes,yes,strangers,Mild,winning
15.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,Male,18,Student at school,Canada,34.0,yes,yes,friends,Moderate,fun
8.0,1.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,Male,20,Student at college / university,Czech Republic,27.0,yes,yes,strangers,Mild,improving
20.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Germany,13.0,yes,yes,online acquaintaces,,fun
16.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,Male,24,Student at college / university,Denmark,48.0,no,no,alone,Severe,fun
9.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,Male,19,Student at college / university,USA,27.0,yes,yes,online acquaintaces,Mild,fun
25.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,Male,19,Student at school,Canada,33.0,yes,yes,friends,Moderate,winning
9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Spain,5.0,yes,yes,friends,,relaxing
-1.0,1.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,Male,19,Unemployed / between jobs,USA,39.0,yes,yes,strangers,Moderate,improving
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Employed,UK,0.0,yes,yes,online acquaintaces,,winning
10.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,Male,18,Student at school,Denmark,25.0,yes,yes,friends,Mild,improving
5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,25,Student at college / university,Sweden,10.0,no,no,alone,,fun
30.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,Female,18,Student at school,Germany,45.0,yes,yes,strangers,Severe,winning
20.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,20.0,yes,yes,friends,,fun
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at school,Germany,0.0,yes,yes,friends,,relaxing
12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,29,Employed,USA,2.0,yes,yes,friends,,winning
50.0,0.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,Male,18,Unemployed / between jobs,Netherlands,30.0,yes,yes,friends,Mild,improving
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Employed,USA,4.0,yes,yes,online acquaintaces,,fun
20.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,Male,25,Student at college / university,Netherlands,30.0,yes,yes,friends,Mild,fun
3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,3.0,yes,yes,strangers,,fun
14.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Male,33,Employed,Germany,10.0,yes,yes,online acquaintaces,,improving
18.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Female,26,Employed,USA,13.0,yes,yes,strangers,,relaxing
8.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,Male,19,Unemployed / between jobs,Canada,11.0,yes,yes,strangers,,improving
14.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,Male,26,Employed,USA,12.0,yes,yes,strangers,,winning
20.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,3.0,4.0,0.0,3.0,0.0,Male,22,Unemployed / between jobs,USA,34.0,yes,no,friends,Moderate,winning
12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Unemployed / between jobs,Germany,1.0,yes,yes,strangers,,fun
10.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,Male,18,Student at school,USA,27.0,yes,yes,friends,Mild,fun
30.0,2.0,0.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,Male,23,Employed,USA,34.0,yes,yes,strangers,Moderate,improving
20.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,Male,23,Student at college / university,USA,20.0,yes,yes,strangers,,fun
22.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,Male,19,Student at college / university,USA,18.0,yes,yes,strangers,,fun
20.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,Male,19,Student at college / university,Spain,17.0,yes,yes,friends,,improving
10.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,Netherlands,20.0,no,no,alone,,improving
53.0,2.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,-1.0,1.0,1.0,4.0,Male,18,Student at college / university,USA,-1.0,yes,yes,friends,Undefined,"winning, fun, improving, relaxing, habit"
16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,5.0,yes,yes,friends,,improving
15.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,Male,18,Student at college / university,Sweden,16.0,yes,yes,online acquaintaces,,fun
25.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,Canada,14.0,yes,Undefined,various,,improving
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,5.0,yes,yes,strangers,,winning
8.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,Male,22,Student at college / university,Canada,22.0,yes,yes,strangers,Mild,relaxing
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,Male,19,Student at college / university,Germany,7.0,yes,yes,strangers,,improving
35.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,Male,18,Unemployed / between jobs,Germany,18.0,yes,yes,online acquaintaces,,improving
7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,32,Employed,Canada,1.0,yes,yes,friends,,fun
12.0,2.0,0.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,Male,24,Employed,Germany,38.0,yes,yes,friends,Moderate,improving
40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,28,Employed,Netherlands,3.0,yes,yes,friends,,winning
15.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,2.0,1.0,Male,25,Employed,USA,30.0,yes,yes,online acquaintaces,Mild,fun
20.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,Male,20,Student at college / university,Canada,27.0,yes,yes,friends,Mild,improving
20.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,0.0,2.0,3.0,1.0,1.0,Male,21,Student at college / university,USA,41.0,yes,yes,friends,Severe,fun
30.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,19,Student at school,Poland,18.0,yes,yes,online acquaintaces,,improving
16.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,Male,22,Student at college / university,South Africa,14.0,yes,yes,strangers,,relaxing
15.0,1.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,Male,18,Student at school,Germany,30.0,yes,yes,online acquaintaces,Mild,fun
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,Germany,8.0,yes,yes,strangers,,relaxing
5.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,Female,31,Student at college / university,USA,17.0,yes,yes,friends,,improving
10.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,Male,30,Employed,Germany,17.0,yes,yes,strangers,,fun
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,25,Student at college / university,Germany,4.0,yes,yes,strangers,,fun
10.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,Male,21,Unemployed / between jobs,USA,14.0,yes,yes,online acquaintaces,,improving
15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,23,Student at college / university,USA,7.0,yes,yes,friends,,improving
20.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Male,21,Employed,UK,10.0,yes,yes,online acquaintaces,,winning
17.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,France,6.0,yes,yes,strangers,,winning
25.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Argentina,16.0,yes,yes,friends,,"winning, fun, improving, relaxing, habit"
60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Male,18,Unemployed / between jobs,UK,-1.0,yes,yes,friends,Undefined,fun
10.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,25,Employed,Undefined,14.0,yes,yes,friends,,fun
20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,Male,23,Employed,Argentina,10.0,yes,yes,strangers,,improving
8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,Male,19,Student at college / university,USA,26.0,yes,yes,friends,Mild,improving
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,USA,1.0,yes,yes,friends,,fun
8.0,0.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,24,Student at college / university,USA,25.0,yes,yes,friends,Mild,fun
4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,Male,18,Student at school,USA,16.0,no,no,alone,,fun
60.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Slovenia,11.0,yes,yes,friends,,winning
60.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,13.0,yes,yes,friends,,fun
63.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at college / university,Romania,7.0,yes,yes,strangers,,fun
28.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Male,28,Unemployed / between jobs,Netherlands,6.0,yes,yes,friends,,improving
16.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,25,Employed,Poland,11.0,yes,yes,strangers,,improving
7.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,Male,18,Student at school,Lithuania,14.0,yes,yes,strangers,,relaxing
7.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,1.0,0.0,Male,19,Student at college / university,Sweden,17.0,yes,yes,online acquaintaces,,improving
10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Germany,4.0,yes,yes,friends,,fun
